# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
sequence	sha	parents	author_date	commit_date	kind	subject	workstream	issue	related_workstreams	files	db_files	api_files	ui_files	patch_id	reverse_check	same_subject_europa	same_subject_upstream	equivalent_upstream	dependencies	pretriage	decision	europa_sha	pr	validation	reviewed_europa_sha	source_url	notes
236	d45d48180ae438a72db21589b6c6fa118380e719	2b78432edf3974ad24a1768d79e50aca81f46de7	2026-08-19T16:44:04-03:00	2026-08-19T16:44:04-03:00	commit	Fix KBOSS backup creation edge case (#13880)	S5B	#994		plugins/backup/kboss/src/main/java/org/apache/cloudstack/backup/KbossBackupProvider.java;plugins/backup/kboss/src/test/java/org/apache/cloudstack/backup/KbossBackupProviderTest.java				27700967795754585e38aea85ab7cf0be495a837	FAIL				66132f83eaec000e3cb0ca94539aaa93bd6ba2bc	Source Review Required	Applied	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/apache/cloudstack/commit/d45d48180ae438a72db21589b6c6fa118380e719	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S5B final review: Apply KBOSS edge-case fixes together with compression, validation and restore support.
237	4bfeb96c96fab6e0fdca00bb4039a7fa09433497	d45d48180ae438a72db21589b6c6fa118380e719	2026-08-20T09:44:27-03:00	2026-08-20T09:44:27-03:00	commit	API key pair restructure follow-ups (#13828)	S3	#991		api/src/main/java/com/cloud/user/AccountService.java;api/src/main/java/org/apache/cloudstack/acl/APIChecker.java;plugins/acl/dynamic-role-based/src/main/java/org/apache/cloudstack/acl/DynamicRoleBasedAPIAccessChecker.java;plugins/acl/dynamic-role-based/src/test/java/org/apache/cloudstack/acl/DynamicRoleBasedAPIAccessCheckerTest.java;plugins/acl/project-role-based/src/main/java/org/apache/cloudstack/acl/ProjectRoleBasedApiAccessChecker.java;plugins/acl/static-role-based/src/main/java/org/apache/cloudstack/acl/StaticRoleBasedAPIAccessChecker.java;plugins/api/discovery/src/main/java/org/apache/cloudstack/discovery/ApiDiscoveryServiceImpl.java;plugins/api/rate-limit/src/main/java/org/apache/cloudstack/ratelimit/ApiRateLimitServiceImpl.java;plugins/api/rate-limit/src/test/java/org/apache/cloudstack/ratelimit/ApiRateLimitTest.java;plugins/network-elements/juniper-contrail/src/test/java/org/apache/cloudstack/network/contrail/management/MockAccountManager.java;server/src/main/java/com/cloud/api/ApiServer.java;server/src/main/java/com/cloud/user/AccountManagerImpl.java;server/src/main/java/com/cloud/vm/UserVmManagerImpl.java		api/src/main/java/com/cloud/user/AccountService.java;api/src/main/java/org/apache/cloudstack/acl/APIChecker.java		554ff957aeed78ee95f3d5a0ce59e5e8f48af7e5	FAIL				europa:1a367f0dd59b3d8475d8498f5cd98ee57949aadb;2b78432edf3974ad24a1768d79e50aca81f46de7	Source Review Required	Adapted	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	ProjectRoleManagerImplTest and ProjectRoleBasedApiAccessCheckerTest domain boundaries; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/4bfeb96c96fab6e0fdca00bb4039a7fa09433497	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. S3 final review: adapted source hunks without unrelated parent account APIs; initial/adapted commit and duplicate peer in s3-review.tsv.
238	532852824a9729ff9f073e3678d9d0bd8afeb059	0339f31fb5e94727a32aaeb1fdeb3c333ee5fd83	2026-08-01T22:01:18-03:00	2026-08-01T22:01:18-03:00	commit	Add debug logging when storage pool has insufficient IOPS capacity (#13579)	S5B	#994		server/src/main/java/com/cloud/storage/StorageManagerImpl.java				1f71286ae6246160475afbe79a37d296eb26c920	FAIL					Source Review Required	Applied	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/apache/cloudstack/commit/532852824a9729ff9f073e3678d9d0bd8afeb059	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. | S5B final review: Keep storage IOPS tracing at debug level.
239	5dcb8abaf34a3e483dc132df6724ef61e0cddcb4	532852824a9729ff9f073e3678d9d0bd8afeb059	2026-08-14T19:02:42-03:00	2026-08-15T01:02:42+03:00	commit	Fix checkRoleEscalation performance and bugs in access checking (#12973)	S3	#991		api/src/main/java/org/apache/cloudstack/acl/APIChecker.java;plugins/acl/dynamic-role-based/src/main/java/org/apache/cloudstack/acl/DynamicRoleBasedAPIAccessChecker.java;plugins/acl/dynamic-role-based/src/test/java/org/apache/cloudstack/acl/DynamicRoleBasedAPIAccessCheckerTest.java;plugins/acl/project-role-based/src/main/java/org/apache/cloudstack/acl/ProjectRoleBasedApiAccessChecker.java;plugins/acl/static-role-based/src/main/java/org/apache/cloudstack/acl/StaticRoleBasedAPIAccessChecker.java;plugins/network-elements/juniper-contrail/src/test/java/org/apache/cloudstack/network/contrail/management/MockAccountManager.java;server/src/main/java/com/cloud/user/AccountManager.java;server/src/main/java/com/cloud/user/AccountManagerImpl.java;server/src/main/java/org/apache/cloudstack/acl/RoleManagerImpl.java;server/src/test/java/com/cloud/user/AccountManagerImplTest.java		api/src/main/java/org/apache/cloudstack/acl/APIChecker.java		5aa149a1225fa9051f38cbf88ed61a2767067a81	FAIL					Source Review Required	Adapted	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	ProjectRoleManagerImplTest and ProjectRoleBasedApiAccessCheckerTest domain boundaries; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/5dcb8abaf34a3e483dc132df6724ef61e0cddcb4	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. S3 final review: adapted role cache and escalation logic preserving API-key permissions and user privilege methods; initial/adapted commit and duplicate peer in s3-review.tsv.
240	9b9d0cf63be733116b2ec40e20491ebe0a9a7d95	5dcb8abaf34a3e483dc132df6724ef61e0cddcb4	2026-06-22T20:11:43+05:30	2026-08-18T18:42:49+05:30	commit	api,server: improve async job storage	S3	#991		api/src/main/java/org/apache/cloudstack/api/command/admin/vm/ResetVMPasswordCmdByAdmin.java;api/src/main/java/org/apache/cloudstack/api/command/user/vm/ResetVMPasswordCmd.java;engine/orchestration/src/main/java/com/cloud/vm/VirtualMachineManagerImpl.java;framework/jobs/src/main/java/org/apache/cloudstack/framework/jobs/AsyncJobDataHelper.java;framework/jobs/src/main/java/org/apache/cloudstack/framework/jobs/impl/AsyncJobManagerImpl.java;framework/jobs/src/main/java/org/apache/cloudstack/framework/jobs/impl/AsyncJobVO.java;framework/jobs/src/test/java/org/apache/cloudstack/framework/jobs/AsyncJobDataHelperTest.java;framework/jobs/src/test/java/org/apache/cloudstack/framework/jobs/AsyncJobManagerTest.java;server/src/main/java/com/cloud/api/ApiServer.java;server/src/main/java/com/cloud/api/query/vo/AsyncJobJoinVO.java;server/src/main/java/com/cloud/storage/VolumeApiServiceImpl.java;server/src/main/java/com/cloud/vm/snapshot/VMSnapshotManagerImpl.java;utils/src/main/java/com/cloud/utils/StringUtils.java		api/src/main/java/org/apache/cloudstack/api/command/admin/vm/ResetVMPasswordCmdByAdmin.java;api/src/main/java/org/apache/cloudstack/api/command/user/vm/ResetVMPasswordCmd.java		2814f86daa707b0feae1357d773109ede6281a8c	FAIL		7c872a988acf6e10858ced65bc3b4a567ab68f59			Source Review Required	Adapted	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	AsyncJobManagerTest/AsyncJobManagerImplTest/AsyncJobDataHelperTest; PasswordMaskingTest; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/9b9d0cf63be733116b2ec40e20491ebe0a9a7d95	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지. S3 final review: cherry-pick; initial/adapted commit and duplicate peer in s3-review.tsv.
241	72bdf5989bd8060e472acfc9baee4ead2aa34835	9b9d0cf63be733116b2ec40e20491ebe0a9a7d95	2026-05-14T18:32:10-03:00	2026-08-18T18:42:51+05:30	commit	add access validation for the deleteUserData, linkUserDataToTemplate and resetUserDataForVirtualMachine APIs	S3	#991		api/src/main/java/org/apache/cloudstack/api/command/user/userdata/DeleteUserDataCmd.java;api/src/test/java/org/apache/cloudstack/api/command/user/userdata/DeleteUserDataCmdTest.java;server/src/main/java/com/cloud/template/TemplateManagerImpl.java;server/src/main/java/com/cloud/vm/UserVmManagerImpl.java;server/src/test/java/com/cloud/template/TemplateManagerImplTest.java;server/src/test/java/com/cloud/vm/UserVmManagerImplTest.java		api/src/main/java/org/apache/cloudstack/api/command/user/userdata/DeleteUserDataCmd.java;api/src/test/java/org/apache/cloudstack/api/command/user/userdata/DeleteUserDataCmdTest.java		4475f634af2ea1cfe1a1ede164649fa86b8a7300	FAIL		8985a1fc7c2bd18ce69a0ef3404f1688aeef99dc			Source Review Required	Adapted	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	UserDataManagerImplTest and TemplateManagerImplTest access-denial cases; inherited BaseDeployVMCmd ACL review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/72bdf5989bd8060e472acfc9baee4ead2aa34835	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지. S3 final review: adapted preserving Europa Spring test imports; Spring UserDataDao fixture wired; initial/adapted commit and duplicate peer in s3-review.tsv.
242	d463cb42a84726b7def26d06f008f77157983b5e	72bdf5989bd8060e472acfc9baee4ead2aa34835	2026-06-23T08:46:44+02:00	2026-08-18T18:42:52+05:30	commit	api: add ACL on ApiConstants.USER_DATA_ID	S3	#991		api/src/main/java/org/apache/cloudstack/api/command/user/autoscale/CreateAutoScaleVmProfileCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/autoscale/UpdateAutoScaleVmProfileCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/userdata/LinkUserDataToTemplateCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vm/BaseDeployVMCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vm/ResetVMUserDataCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vm/UpdateVMCmd.java		api/src/main/java/org/apache/cloudstack/api/command/user/autoscale/CreateAutoScaleVmProfileCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/autoscale/UpdateAutoScaleVmProfileCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/userdata/LinkUserDataToTemplateCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vm/BaseDeployVMCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vm/ResetVMUserDataCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/vm/UpdateVMCmd.java		5c9d2a82a132c764b69cfae26b4f075c84b27e76	FAIL		6136ac93854b53607f09ee42bf1a80a1b7187fce			Source Review Required	Applied	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	UserDataManagerImplTest and TemplateManagerImplTest access-denial cases; inherited BaseDeployVMCmd ACL review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/d463cb42a84726b7def26d06f008f77157983b5e	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지. S3 final review: cherry-pick; initial/adapted commit and duplicate peer in s3-review.tsv.
243	a72f60519f52673a6d28d4ba2441edd2850bf727	d463cb42a84726b7def26d06f008f77157983b5e	2026-07-10T18:00:26+05:30	2026-08-18T18:42:52+05:30	commit	ldap: improve config access	S3	#991		plugins/user-authenticators/ldap/src/main/java/org/apache/cloudstack/api/response/LdapConfigurationResponse.java;plugins/user-authenticators/ldap/src/main/java/org/apache/cloudstack/ldap/LdapManagerImpl.java				377d3abb289a7474001cec005eae44b21d05f72a	FAIL		19d31cf6faf7cf793d800d6bc0c894e874692688			Source Review Required	Applied	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	LDAP module regression and retained Europa response UUID contract; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/a72f60519f52673a6d28d4ba2441edd2850bf727	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지. S3 final review: cherry-pick; initial/adapted commit and duplicate peer in s3-review.tsv.
244	6b9fdd0d06c713afbe27d48a14341461c00274ec	a72f60519f52673a6d28d4ba2441edd2850bf727	2026-07-09T17:53:48-04:00	2026-08-18T18:42:52+05:30	commit	Add proper access check before proceeding with adding or removing nodes from a CKS cluster	S3	#991		plugins/integrations/kubernetes-service/src/main/java/com/cloud/kubernetes/cluster/KubernetesClusterManagerImpl.java				46bd5ac32a7ad7c3d242ef4cd337e844f9e1c6ae	FAIL					Source Review Required	Applied	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	KubernetesClusterManagerImplTest and cluster access regression; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/6b9fdd0d06c713afbe27d48a14341461c00274ec	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정. S3 final review: cherry-pick; initial/adapted commit and duplicate peer in s3-review.tsv.
245	56ad044865bc539231a27fcb459326674b0d1fa5	6b9fdd0d06c713afbe27d48a14341461c00274ec	2026-06-18T15:12:03+05:30	2026-08-18T18:42:52+05:30	commit	api,server,kvm: improve backup repository mount handling	S3	#991		api/src/main/java/org/apache/cloudstack/api/ApiArgValidator.java;api/src/main/java/org/apache/cloudstack/api/command/user/backup/repository/AddBackupRepositoryCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/backup/repository/UpdateBackupRepositoryCmd.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtRestoreBackupCommandWrapper.java;plugins/hypervisors/kvm/src/test/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtRestoreBackupCommandWrapperTest.java;server/src/main/java/com/cloud/api/dispatch/ParamProcessWorker.java;server/src/test/java/com/cloud/api/dispatch/ParamProcessWorkerTest.java		api/src/main/java/org/apache/cloudstack/api/ApiArgValidator.java;api/src/main/java/org/apache/cloudstack/api/command/user/backup/repository/AddBackupRepositoryCmd.java;api/src/main/java/org/apache/cloudstack/api/command/user/backup/repository/UpdateBackupRepositoryCmd.java		249a87d673dd5260eda77748b7c046c3b17ad49e	FAIL		9781fb906a74949ffa8e19701fe46257fb596852			Source Review Required	Adapted	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	BackupManagerTest; LibvirtRestoreBackupCommandWrapperTest 14 cases including argv/timeout/RBD XML/Linstor/cache; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/56ad044865bc539231a27fcb459326674b0d1fa5	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지. S3 final review: adapted argv mount preserving Europa restore extension; preserved timeouts, file-based RBD XML, Linstor raw format and cache mode; initial/adapted commit and duplicate peer in s3-review.tsv.
246	443f20bf1c0b1bdf38b57a7b47764469830363c8	56ad044865bc539231a27fcb459326674b0d1fa5	2026-07-23T22:14:03-04:00	2026-08-18T18:42:52+05:30	commit	Allow only authorized users to add and list entity's annotations	S3	#991		server/src/main/java/org/apache/cloudstack/annotation/AnnotationManagerImpl.java				90f7f5e94ed49f86b60acf51c859010eb7b410c4	FAIL		18c1a30028d7a5e42d8ccb454873163958f0c2cf	18c1a30028d7a5e42d8ccb454873163958f0c2cf		Upstream Duplicate Candidate	Applied	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	AnnotationManagerImplTest and AddAnnotationCmdTest authorization cases; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/443f20bf1c0b1bdf38b57a7b47764469830363c8	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정. S3 final review: cherry-pick; initial/adapted commit and duplicate peer in s3-review.tsv.
247	a40d068228ddece0da794490d48db97d3e3591bb	443f20bf1c0b1bdf38b57a7b47764469830363c8	2026-07-17T12:17:05-04:00	2026-08-18T18:42:52+05:30	commit	Restrict domain admin access to project roles within their own domain and add tests to cover perm check for proj role permissions	S3	#991		server/src/main/java/org/apache/cloudstack/acl/ProjectRoleManagerImpl.java;server/src/test/java/org/apache/cloudstack/acl/ProjectRoleManagerImplTest.java				3ad7dcdb283590665caf60e2fa61226ebac49858	FAIL		30e6abb63fbacd2b7b61216d38730f810ac4eaaf	30e6abb63fbacd2b7b61216d38730f810ac4eaaf		Upstream Duplicate Candidate	Applied	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	ProjectRoleManagerImplTest and ProjectRoleBasedApiAccessCheckerTest domain boundaries; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/a40d068228ddece0da794490d48db97d3e3591bb	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정. S3 final review: cherry-pick; initial/adapted commit and duplicate peer in s3-review.tsv.
